Id,Sales,Sale s
919,7866.542,
920,7595.363,
921,9582.69,
922,8184.507,
923,5601.2534,
924,4748.0967,
925,9130.122,
926,9794.629,
927,8740.742,
928,11307.686,
929,8315.424,
930,8694.529,
931,7392.4023,
932,10525.961,
933,9714.33,
934,8716.059,
935,8602.843,
936,7420.3555,
937,8448.233,
938,11972.789,
939,7294.0747,
940,9638.836,
941,6515.85,
942,8169.5557,
943,8395.996,
944,9836.063,
945,5099.438,
946,5348.0737,
947,10273.311,
948,10432.302,
949,7067.39,
950,7585.408,
951,9994.567,
952,7768.8335,
953,6813.4805,
954,8843.214,
955,6488.413,
956,4579.981,
957,10353.884,
958,4603.923,
959,10040.122,
960,8623.536,
961,8480.122,
962,9580.324,
963,13455.3955,
964,12922.832,
965,10531.162,
966,5833.218,
967,10087.154,
968,9028.339,
969,5569.5117,
970,2996.9097,
971,10268.403,
972,4410.2207,
973,9984.906,
974,14896.074,
975,9087.102,
976,9401.055,
977,5332.7866,
978,9844.407,
979,7761.716,
980,8215.775,
981,10440.334,
982,9780.906,
983,10672.5205,
984,7363.2554,
985,10164.1045,
986,6795.6064,
987,9921.739,
988,5226.2705,
989,6934.3784,
990,8620.05,
991,6476.554,
992,6325.4033,
993,10350.003,
994,6374.578,
995,10927.679,
996,8677.968,
997,6204.667,
998,6027.694,
999,11414.024,
1000,8913.379,
1001,7330.2646,
1002,7825.771,
1003,9180.331,
1004,7417.0933,
1005,7921.845,
1006,9963.54,
1007,10187.99,
1008,7041.559,
1009,5918.259,
1010,13638.513,
1011,9635.545,
1012,7215.5713,
1013,5218.3057,
1014,16300.07,
1015,8283.53,
1016,7088.7036,
1017,7502.181,
1018,13991.411,
1019,10746.432,
1020,10312.471,
1021,10876.054,
1022,8747.823,
1023,6844.694,
1024,8137.911,
1025,9304.323,
1026,12849.963,
1027,18826.518,
1028,6842.6836,
1029,6173.3857,
1030,4825.8613,
1031,5723.9595,
1032,12890.544,
1033,18469.564,
1034,7357.351,
1035,5842.706,
1036,6551.3096,
1037,8556.477,
1038,6520.781,
1039,9468.283,
1040,10794.671,
1041,6886.309,
1042,6026.13,
1043,11035.411,
1044,7999.5576,
1045,13889.275,
1046,13065.264,
1047,7629.517,
1048,9464.645,
1049,5000.3003,
1050,9196.843,
1051,10321.9375,
1052,9292.998,
1053,10593.904,
1054,8815.583,
1055,10238.42,
1056,6465.0,
1057,6925.3623,
1058,8714.338,
1059,11318.982,
1060,10593.661,
1061,10097.936,
1062,8967.766,
1063,4877.82,
1064,12261.229,
1065,5763.8174,
1066,11130.216,
1067,7317.9,
1068,5429.481,
1069,7370.2886,
1070,8776.02,
1071,6624.9307,
1072,9416.355,
1073,9407.307,
1074,6913.173,
1075,12002.138,
1076,5376.466,
1077,5256.0566,
1078,9045.534,
1079,10340.5205,
1080,13092.919,
1081,7814.8286,
1082,8198.124,
1083,6877.5786,
1084,8736.383,
1085,9130.497,
1086,8832.003,
1087,8916.32,
1088,6371.5693,
1089,12734.752,
1090,7993.532,
1091,10124.437,
1092,17356.299,
1093,11190.793,
1094,5627.2046,
1095,5516.8765,
1096,8215.886,
1097,12240.232,
1098,6368.416,
1099,13544.6875,
1100,7515.1655,
1101,12555.3955,
1102,7539.3745,
1103,7872.7944,
1104,6333.439,
1105,7241.8335,
1106,5969.2256,
1107,8270.339,
1108,6820.8867,
1109,5844.7354,
1110,5788.141,
1111,5170.823,
1112,9466.522,
1113,7364.295,
1114,27614.365,
1115,8102.4087,
1116,4926.5483,
1117,5721.5522,
1118,8258.271,
1119,10428.998,
1120,5163.7305,
1121,5137.961,
1122,11560.251,
1123,8184.421,
1124,8109.2817,
1125,5677.1597,
1126,7236.3584,
1127,8048.439,
1128,7031.371,
1129,5918.998,
1130,8453.279,
1131,9583.66,
1132,7818.318,
1133,7452.1235,
1134,7856.524,
1135,12192.381,
1136,6246.102,
1137,5872.6763,
1138,5948.0317,
1139,10820.059,
1140,11241.585,
1141,8998.388,
1142,10440.215,
1143,6227.6304,
1144,8417.524,
1145,5157.6904,
1146,6628.483,
1147,5816.888,
1148,8289.474,
1149,8763.23,
1150,10622.162,
1151,11023.955,
1152,7712.9424,
1153,5798.137,
1154,5716.4683,
1155,5213.206,
1156,6761.714,
1157,11513.487,
1158,6179.6543,
1159,5210.0894,
1160,6187.646,
1161,6711.4155,
1162,7534.45,
1163,3516.9717,
1164,8851.373,
1165,4655.561,
1166,8241.88,
1167,7261.3867,
1168,6035.7827,
1169,9269.434,
1170,5876.4644,
1171,8399.464,
1172,10064.129,
1173,8014.641,
1174,5858.3037,
1175,9901.688,
1176,5512.4844,
1177,7552.596,
1178,8837.564,
1179,12965.238,
1180,6677.669,
1181,6893.4194,
1182,10298.15,
1183,7403.156,
1184,10771.623,
1185,7147.5327,
1186,9846.407,
1187,5567.982,
1188,4971.8022,
1189,6924.986,
1190,7656.241,
1191,10346.549,
1192,8754.943,
1193,4188.089,
1194,6348.905,
1195,8644.388,
1196,8092.052,
1197,9899.129,
1198,3835.126,
1199,12827.652,
1200,7928.694,
1201,5173.5664,
1202,6609.7065,
1203,7470.905,
1204,7154.3877,
1205,8814.692,
1206,5396.0044,
1207,7486.6553,
1208,6365.677,
1209,7836.751,
1210,7698.5005,
1211,6808.6406,
1212,7733.096,
1213,5884.2324,
1214,5892.129,
1215,9365.883,
1216,7833.7095,
1217,7213.8237,
1218,4571.4653,
1219,10243.948,
1220,5055.718,
1221,8541.849,
1222,7808.9424,
1223,14562.3125,
1224,6628.818,
1225,5840.0317,
1226,7843.818,
1227,6084.743,
1228,6822.6953,
1229,5679.9653,
1230,9421.467,
1231,7818.8994,
1232,4050.9573,
1233,8610.608,
1234,6034.9077,
1235,8045.6987,
1236,4559.694,
1237,10876.013,
1238,9968.055,
1239,4186.859,
1240,13250.867,
1241,6225.57,
1242,5988.176,
1243,9447.553,
1244,10881.709,
1245,5478.3447,
1246,4766.2656,
1247,8607.11,
1248,6961.602,
1249,4910.4844,
1250,6303.781,
1251,7731.99,
1252,9518.399,
1253,10617.867,
1254,8513.243,
1255,8981.728,
1256,7375.8022,
1257,4590.881,
1258,6974.662,
1259,9906.288,
1260,10318.029,
1261,9087.023,
1262,8384.561,
1263,9077.287,
1264,7528.675,
1265,11844.231,
1266,7392.043,
1267,5816.988,
1268,7175.9834,
1269,10396.523,
1270,7729.704,
1271,9712.089,
1272,10698.591,
1273,8837.16,
1274,8509.087,
1275,6417.019,
1276,7066.3794,
1277,9031.81,
1278,6892.749,
1279,7920.455,
1280,4632.672,
1281,6862.717,
1282,11492.346,
1283,9233.749,
1284,7121.1304,
1285,4973.733,
1286,8988.095,
1287,7820.846,
1288,8201.323,
1289,6925.356,
1290,5727.0396,
1291,5551.696,
1292,4268.944,
1293,11828.89,
1294,9292.705,
1295,7948.3047,
1296,7714.966,
1297,6060.7163,
1298,6452.839,
1299,6245.405,
1300,7106.325,
1301,4378.381,
1302,6528.678,
1303,7217.354,
1304,9092.364,
1305,9182.275,
1306,7677.8286,
1307,14602.464,
1308,6450.7837,
1309,6365.9624,
1310,10851.518,
1311,5482.778,
1312,7213.0186,
1313,3070.8728,
1314,8959.738,
1315,7180.797,
1316,6256.322,
1317,7139.016,
1318,7570.945,
1319,6393.4062,
1320,6806.725,
1321,9359.81,
1322,10882.082,
1323,3244.0269,
1324,8293.516,
1325,4023.633,
1326,14109.064,
1327,4184.367,
1328,8787.889,
1329,8923.986,
1330,8498.048,
1331,7451.271,
1332,4786.5586,
1333,6143.3345,
1334,3534.1306,
1335,5141.3145,
1336,6703.77,
1337,5322.2725,
1338,7086.2427,
1339,8858.088,
1340,7942.1665,
1341,7115.692,
1342,6648.054,
1343,8546.127,
1344,9704.236,
1345,7503.061,
1346,6811.3687,
1347,4606.5586,
1348,11489.552,
1349,11262.598,
1350,6531.7427,
1351,8340.993,
1352,4772.844,
1353,8641.403,
1354,5664.7134,
1355,4754.8994,
1356,6633.2075,
1357,5002.9434,
1358,9592.622,
1359,6219.225,
1360,10339.88,
1361,7337.952,
1362,9174.239,
1363,7357.0425,
1364,5564.1274,
1365,9881.933,
1366,20959.193,
1367,12072.951,
1368,6555.2974,
1369,3622.792,
1370,6985.441,
1371,9086.911,
1372,5387.2407,
1373,7692.6724,
1374,13909.61,
1375,6292.727,
1376,14692.205,
1377,21687.762,
1378,4357.4565,
1379,7122.2983,
1380,5962.0845,
1381,4855.4077,
1382,15029.861,
1383,4940.2236,
1384,8882.25,
1385,9892.116,
1386,10339.742,
1387,7765.8477,
1388,8511.433,
1389,5401.525,
1390,7196.917,
1391,4727.6333,
1392,7773.3916,
1393,7428.846,
1394,10501.714,
1395,6922.7734,
1396,6375.363,
1397,4861.395,
1398,9061.89,
1399,6580.343,
1400,5370.4077,
1401,4659.5376,
1402,9650.582,
1403,6066.7896,
1404,6472.676,
1405,7100.3765,
1406,9120.035,
1407,855.10394,1.0
1408,7198.0635,
1409,7292.6274,
1410,7904.878,
1411,7996.7656,
1412,8489.234,
1413,8838.829,
1414,10682.063,
1415,8165.8633,
1416,6100.527,
1417,4139.6597,
1418,6960.062,
1419,7370.183,
1420,6779.842,
1421,5916.097,
1422,3616.1833,
1423,9103.314,
1424,8230.442,
1425,10658.097,
1426,7370.148,
1427,6292.409,
1428,8510.499,
1429,6281.7466,
1430,5144.768,
1431,10751.649,
1432,5870.218,
1433,8466.052,
1434,7822.935,
1435,17774.406,
1436,7244.3,
1437,6842.977,
1438,7950.9204,
1439,7596.681,
1440,9788.4375,
1441,5933.7407,
1442,9317.99,
1443,4957.34,
1444,8159.79,
1445,4089.4648,
1446,6436.236,
1447,4212.795,
1448,11402.077,
1449,5736.602,
1450,16308.686,
1451,16881.238,
1452,5751.894,
1453,7637.7007,
1454,5809.3525,
1455,6391.784,
1456,5568.513,
1457,12473.755,
1458,8285.782,
1459,9847.5625,
1460,6025.7217,
1461,7883.013,
1462,5929.1694,
1463,10215.098,
1464,8808.935,
1465,7063.1987,
1466,7312.6387,
1467,7380.5947,
1468,6968.651,
1469,8183.929,
1470,9755.778,
1471,7541.9565,
1472,9290.765,
1473,11351.816,
1474,7972.791,
1475,7270.029,
1476,7530.8726,
1477,10129.198,
1478,7310.0796,
1479,6315.149,
1480,7465.52,
1481,8171.722,
1482,5035.1343,
1483,12177.877,
1484,7450.83,
1485,8810.96,
1486,7982.6523,
1487,9625.643,
1488,5253.0493,
1489,7297.401,
1490,11449.197,
1491,8653.412,
1492,8015.467,
1493,8134.45,
1494,4215.118,
1495,15765.591,
1496,9964.775,
1497,9404.382,
1498,19310.46,
1499,11964.924,
1500,8045.154,
1501,8215.423,
1502,10608.737,
1503,10921.0625,
1504,11683.409,
1505,11834.035,
1506,6555.141,
1507,7567.0967,
1508,6836.9946,
1509,9126.962,
1510,3774.0967,
1511,14532.677,
1512,6362.399,
1513,6834.204,
1514,6710.865,
1515,10066.692,
1516,8628.35,
1517,7037.135,
1518,8234.148,
1519,6541.1006,
1520,4957.4346,
1521,7571.118,
1522,5286.002,
1523,5829.435,
1524,7298.6396,
1525,6823.9517,
1526,10143.951,
1527,10196.516,
1528,9178.983,
1529,7149.108,
1530,7556.6816,
1531,12361.977,
1532,7101.2026,
1533,5747.5835,
1534,5621.0244,
1535,5826.3335,
1536,12821.035,
1537,4674.986,
1538,12697.531,
1539,6944.22,
1540,3401.115,
1541,5204.3076,
1542,9667.994,
1543,7755.159,
1544,5988.7183,
1545,9729.982,
1546,10943.271,
1547,14199.755,
1548,7117.26,
1549,10444.497,
1550,3420.2625,
1551,6436.3096,
1552,8417.155,
1553,6233.728,
1554,7181.1665,
1555,6007.736,
1556,6693.0684,
1557,5324.2935,
1558,6096.234,
1559,13466.706,
1560,9581.539,
1561,5181.4336,
1562,4928.3203,
1563,8584.458,
1564,12354.315,
1565,12868.482,
1566,6329.7246,
1567,6481.0156,
1568,13688.789,
1569,6916.1274,
1570,8801.704,
1571,7080.912,
1572,6019.7417,
1573,7211.512,
1574,10545.193,
1575,4939.988,
1576,5340.631,
1577,5860.696,
1578,6197.0786,
1579,11313.694,
1580,8862.524,
1581,8167.561,
1582,14240.863,
1583,9154.136,
1584,13367.903,
1585,13327.803,
1586,8435.673,
1587,5716.877,
1588,4021.1658,
1589,8110.937,
1590,6330.1294,
1591,6573.1416,
1592,6675.408,
1593,7468.055,
1594,14050.142,
1595,5252.1523,
1596,6458.202,
1597,9572.725,
1598,7610.6494,
1599,7641.06,
1600,6550.291,
1601,5533.9736,
1602,8666.859,
1603,3448.0134,
1604,9363.436,
1605,9268.178,
1606,8860.589,
1607,9742.277,
1608,9802.966,
1609,8726.756,
1610,6370.3477,
1611,8031.982,
1612,9497.352,
1613,7696.3125,
